"order_id","user_id","eval_set","order_number","order_dow","order_hour_of_day","days_since_prior_order"
421963,65839,"prior",17,6,"17",30
2843458,140888,"prior",3,0,"12",15
1430149,142319,"prior",41,6,"17",3
937868,189965,"prior",4,5,"09",16
662745,1971,"prior",18,3,"14",2
58212,37160,"prior",24,1,"15",1
1328991,126709,"prior",10,2,"23",7
2581522,99735,"prior",38,4,"09",2
1062694,190512,"prior",7,4,"17",30
3171142,21330,"test",25,4,"15",0
1251932,147143,"prior",10,6,"13",13
3380031,203894,"prior",12,4,"16",6
605930,69224,"prior",14,1,"23",12
2603674,145822,"prior",50,6,"15",10
1279446,7850,"prior",9,3,"08",30
3054478,103714,"prior",16,0,"15",1
2947571,151367,"prior",15,1,"14",7
2269861,121197,"prior",7,0,"14",6
2074783,73556,"test",15,4,"17",15
1525943,139145,"prior",2,3,"10",4
2085696,76486,"prior",14,4,"13",12
2603955,104612,"prior",23,5,"06",14
1332082,155855,"prior",20,0,"14",27
1966684,73073,"prior",4,3,"16",9
1177598,60963,"prior",3,2,"14",30
2422944,159797,"prior",13,4,"10",14
909215,181555,"prior",5,5,"22",6
3419234,85768,"prior",11,2,"13",15
853276,143597,"prior",6,2,"23",15
929264,9182,"prior",22,6,"12",13
1931521,105507,"prior",6,2,"13",14
204455,139301,"prior",25,1,"00",5
1734077,121144,"prior",7,6,"08",18
2506839,4544,"prior",23,6,"14",13
3282380,14248,"train",6,1,"16",7
808465,27305,"prior",2,5,"19",22
3345770,104461,"prior",2,0,"19",21
1729885,119439,"prior",44,0,"16",1
3121577,50592,"prior",20,0,"09",4
2293417,134931,"prior",17,2,"14",4
1520816,144595,"prior",5,1,"18",3
3101937,123987,"prior",5,3,"10",30
350666,156205,"prior",10,3,"07",2
2972222,52804,"prior",3,3,"11",23
3069422,66294,"prior",3,5,"14",3
2986622,17927,"prior",5,3,"18",6
1132069,89508,"prior",2,4,"00",30
2043506,37795,"prior",78,4,"18",7
2110323,157827,"prior",13,3,"09",1
17892,83382,"prior",14,0,"14",30
2540830,100330,"prior",41,1,"10",7
2726586,95238,"prior",4,0,"10",1
546315,104263,"prior",17,3,"15",3
3034639,152427,"prior",4,4,"14",8
657091,1504,"prior",11,5,"17",12
1515841,167301,"prior",3,3,"22",13
420641,33244,"prior",20,4,"16",5
2621717,29615,"prior",30,5,"16",2
143041,176746,"prior",4,5,"16",13
1886602,61065,"prior",12,4,"12",10
3239484,62411,"prior",10,6,"15",0
1819377,64758,"prior",12,2,"14",7
3120590,69329,"prior",15,5,"11",3
2319941,165075,"prior",22,2,"08",9
2405927,48664,"prior",6,3,"12",6
1984829,71438,"prior",29,5,"17",16
1401131,43367,"prior",17,6,"20",1
928751,152313,"prior",5,6,"12",16
2961541,157058,"test",8,0,"19",13
309518,32099,"prior",2,1,"15",1
2733317,33955,"prior",30,1,"09",7
3200823,94213,"train",7,3,"11",27
167052,163863,"prior",30,4,"18",4
715865,32437,"prior",12,4,"12",6
678267,190115,"prior",5,1,"09",10
2489678,5377,"prior",5,5,"12",1
909247,132919,"prior",19,5,"12",9
2970636,84859,"prior",23,1,"18",6
486545,148940,"prior",38,6,"13",6
1042152,172625,"prior",3,4,"17",6
1569906,70235,"prior",36,0,"13",27
365233,109904,"prior",59,4,"10",2
1209345,917,"prior",19,5,"17",6
1681848,180793,"prior",42,3,"10",1
2215537,80861,"prior",3,4,"23",14
1704595,62971,"prior",18,0,"19",6
1974995,106939,"prior",4,5,"18",5
1624175,74722,"prior",5,6,"11",30
1698971,155550,"prior",8,4,"12",30
437656,1173,"prior",40,1,"15",1
2520858,135388,"prior",2,1,"14",0
1354295,158647,"prior",4,3,"16",20
3132586,73021,"prior",2,4,"19",14
968835,143647,"prior",23,5,"11",16
2795747,11749,"prior",17,5,"14",4
2099964,65413,"prior",36,4,"18",3
997172,122359,"prior",7,3,"23",8
669351,80820,"prior",18,1,"10",7
2545580,33063,"prior",7,5,"10",11
1435606,102746,"train",7,0,"09",6
2698456,96795,"prior",25,0,"13",8
1761933,167262,"prior",37,5,"13",1
3206699,124085,"prior",30,5,"20",1
1841310,200912,"prior",5,3,"09",6
1909625,114505,"prior",3,1,"13",8
3410389,152516,"prior",5,0,"16",7
413806,192011,"prior",4,0,"14",2
3174241,166475,"prior",4,5,"21",6
1019777,36512,"prior",13,6,"19",21
2998283,188602,"prior",2,4,"12",5
10549,65267,"prior",45,4,"14",7
22342,37560,"prior",14,4,"20",8
1546080,187311,"prior",18,0,"11",25
196100,173083,"prior",8,5,"16",29
587575,202963,"prior",2,1,"12",12
685039,60294,"prior",8,2,"08",30
1546828,154811,"train",6,4,"16",23
236906,100023,"prior",3,2,"19",30
1211828,62340,"prior",41,6,"13",3
3404182,4558,"prior",22,3,"12",4
2671041,201633,"prior",3,6,"20",6
2652065,3770,"prior",43,2,"11",6
1702270,168431,"prior",6,3,"14",6
72355,36875,"prior",72,5,"10",7
2533116,2779,"prior",20,0,"15",3
444314,153994,"prior",11,5,"18",9
711419,108741,"prior",21,6,"08",9
3117379,65724,"prior",4,5,"21",13
1902689,177942,"prior",41,1,"23",30
2287517,99392,"prior",19,0,"15",9
1400615,103976,"prior",17,2,"11",22
1700367,105442,"prior",2,1,"19",13
1287573,77363,"prior",27,3,"11",1
2402234,157747,"prior",12,0,"12",13
1906026,98357,"prior",90,0,"07",8
2681967,84787,"prior",7,2,"19",11
3023097,165911,"prior",9,2,"10",30
2494269,122530,"prior",7,3,"16",8
1918887,8806,"prior",66,1,"10",3
3370094,118391,"prior",6,0,"20",30
2069229,198103,"prior",30,2,"11",6
1114558,113062,"prior",11,5,"07",12
1078110,26422,"prior",9,0,"15",26
3406492,179260,"prior",31,5,"10",7
2108565,118412,"prior",27,6,"10",9
3084949,165521,"prior",19,2,"10",2
3013460,176002,"prior",11,1,"10",7
621043,158549,"prior",60,3,"11",3
2905734,173480,"prior",2,6,"10",15
2683285,72920,"prior",25,5,"12",5
1785837,20572,"prior",5,6,"13",16
131236,34763,"prior",7,2,"09",6
1226474,144141,"prior",24,2,"13",14
2352345,78382,"prior",26,4,"12",7
1430552,52597,"prior",24,1,"15",13
3342265,62443,"prior",48,4,"10",7
1090408,39766,"prior",6,0,"16",14
466190,8265,"prior",42,4,"12",5
2509774,180480,"prior",25,0,"09",4
3072463,23334,"prior",15,3,"10",22
933757,108565,"test",10,4,"13",30
2323665,88350,"prior",34,0,"13",4
486302,194167,"prior",3,4,"15",30
2209676,21630,"prior",15,2,"13",0
275885,141637,"prior",82,3,"09",1
415128,48730,"train",18,5,"11",22
1813545,47159,"prior",6,5,"12",7
2547217,88849,"prior",20,1,"16",8
2996973,191259,"prior",29,3,"20",4
3190305,8747,"prior",63,1,"07",5
1960247,115610,"prior",10,1,"19",11
2620609,200048,"prior",6,6,"20",6
3413878,97609,"prior",48,6,"18",3
1532538,23469,"prior",28,0,"23",6
3386117,171493,"prior",7,1,"12",13
955780,61592,"test",18,1,"18",6
2298869,176447,"prior",7,1,"15",0
1867966,56438,"prior",19,0,"14",7
2877650,184989,"prior",10,3,"23",11
2759264,96842,"prior",26,1,"11",2
821762,27599,"prior",9,3,"18",9
1104855,63014,"prior",11,1,"12",4
2922697,90176,"train",8,3,"11",30
3396335,4382,"prior",59,6,"16",0
355940,133227,"prior",90,4,"12",2
324228,143296,"prior",75,4,"09",2
953456,91623,"prior",14,0,"12",5
2922392,69101,"prior",12,6,"21",8
2757864,109691,"test",9,5,"15",30
1725546,41149,"prior",5,2,"17",11
1965373,86358,"prior",13,0,"10",7
191310,188028,"train",6,3,"10",30
3385984,31504,"train",4,2,"16",12
1325531,24865,"prior",7,1,"18",11
1538134,76437,"prior",6,1,"14",8
2266764,176957,"prior",6,0,"21",16
1903836,174906,"prior",6,1,"23",30
2416166,124199,"prior",26,6,"19",7
1540525,93874,"prior",3,6,"20",6
1904990,112659,"prior",13,1,"12",4
564114,86154,"prior",19,6,"10",6
232745,100017,"prior",19,4,"14",24
1119903,168326,"test",5,0,"16",30
223298,182607,"prior",9,6,"17",25
678284,30030,"prior",45,0,"09",6
1083228,177860,"train",5,3,"14",12
1831097,21017,"prior",12,4,"02",15
108108,117944,"prior",37,0,"08",3
1383121,98005,"prior",4,1,"10",15
714275,64110,"prior",9,3,"14",27
1258425,78961,"prior",10,6,"11",5
3382755,163689,"prior",7,2,"14",13
1431623,184790,"prior",60,2,"11",5
3407094,62052,"prior",63,2,"11",6
461662,180963,"prior",96,3,"11",19
1691605,45978,"prior",3,6,"13",5
3407635,110994,"prior",42,0,"15",0
3330066,35177,"prior",4,2,"12",3
268485,6968,"prior",22,6,"00",7
1752385,194181,"prior",6,1,"15",12
2163983,192479,"prior",20,2,"08",10
2164758,113021,"prior",7,0,"11",7
1159969,137559,"prior",9,3,"14",1
796476,29991,"prior",3,3,"16",12
1636989,63981,"prior",8,3,"06",3
934846,31706,"prior",44,0,"13",4
1354709,190178,"prior",3,6,"10",10
1490839,186228,"prior",8,3,"07",23
213624,175620,"prior",16,1,"13",27
2111094,125045,"prior",2,6,"19",6
891278,150134,"prior",3,0,"18",14
2154511,32099,"prior",5,5,"16",4
1859690,136833,"train",6,1,"18",30
2138591,172024,"prior",4,3,"14",8
3197222,177933,"prior",8,4,"20",28
3195006,152356,"prior",21,4,"17",12
3358860,187856,"prior",2,0,"15",3
1028075,73835,"prior",21,1,"14",2
201962,152068,"prior",27,4,"18",4
3225458,31310,"prior",43,2,"08",1
1818649,4823,"prior",13,6,"13",16
842625,29736,"prior",2,3,"16",3
2162087,185677,"prior",10,6,"15",21
846314,118852,"prior",9,3,"04",2
656295,6835,"prior",5,4,"06",10
1984649,156710,"train",7,0,"17",21
999900,195380,"prior",13,2,"12",11
983196,84098,"prior",35,4,"13",1
628913,24191,"prior",31,0,"15",4
1908215,40098,"prior",29,5,"16",3
791743,46376,"prior",16,1,"12",5
1627904,155027,"prior",35,5,"10",7
1600100,158922,"prior",12,3,"13",13
3407572,178885,"prior",22,0,"09",5
2296534,198609,"prior",20,4,"17",6
408336,76914,"prior",5,0,"20",6
856409,134432,"prior",9,3,"09",2
3301915,26481,"prior",14,3,"07",19
340966,125267,"test",11,6,"08",30
1169259,98518,"prior",51,0,"17",3
33707,143269,"test",12,0,"16",7
2618389,205535,"prior",23,0,"12",5
260536,95557,"prior",24,3,"10",20
2724955,32339,"prior",12,2,"10",7
211681,33229,"prior",2,1,"10",13
363503,194664,"prior",44,0,"09",9
1891275,192753,"prior",4,0,"17",30
2462570,200154,"prior",25,1,"16",14
2411853,147191,"test",10,2,"16",4
457288,82519,"prior",14,4,"16",12
3184525,197585,"prior",10,2,"14",7
1128319,62139,"prior",12,0,"09",13
1309633,154001,"prior",63,1,"20",1
21076,186233,"prior",22,6,"16",6
1112828,13502,"prior",13,1,"22",8
3069716,75876,"prior",15,0,"07",1
2120875,40208,"prior",17,0,"11",5
1269900,200597,"prior",17,4,"21",10
957773,122051,"prior",21,4,"09",9
962766,107253,"prior",15,2,"06",2
574369,201845,"prior",32,4,"12",3
938134,154880,"prior",18,3,"10",14
2939553,64375,"prior",25,1,"16",3
1039568,190992,"prior",43,0,"12",6
374222,99681,"prior",5,2,"14",10
184699,108549,"prior",11,5,"16",28
1776058,56234,"prior",24,0,"20",7
3313948,169971,"prior",12,0,"09",29
345237,151055,"prior",27,1,"09",14
1491693,115863,"prior",19,2,"16",6
1902201,97013,"prior",22,5,"15",4
1243875,152177,"prior",27,2,"16",8
179254,119632,"prior",10,5,"17",3
1483303,13096,"prior",4,6,"16",7
586704,80169,"prior",2,6,"15",30
2510982,93869,"prior",11,0,"10",7
1163560,116921,"test",8,1,"21",30
565280,103819,"prior",3,6,"21",1
1032120,69483,"prior",36,4,"12",3
540346,19829,"train",84,0,"13",4
1373637,92541,"prior",13,6,"03",7
641672,6956,"prior",34,2,"01",5
2454244,32889,"prior",49,6,"12",11
1632059,204655,"prior",29,2,"10",3
700852,168228,"prior",5,0,"07",30
1243536,135193,"prior",77,5,"09",11
2434268,183330,"test",4,1,"08",12
1300618,192931,"prior",28,2,"13",6
1818544,82371,"prior",30,2,"11",0
2652007,110237,"prior",40,5,"08",6
923959,44047,"prior",16,6,"21",12
958762,61656,"prior",11,4,"08",3
303639,96192,"prior",19,4,"08",1
2973085,19991,"prior",5,6,"15",7
491134,156708,"prior",25,5,"15",2
3216542,425,"prior",2,0,"19",4
2359150,52181,"test",13,5,"17",5
707441,69922,"prior",55,3,"15",13
2723357,156205,"prior",6,1,"09",1
2127815,183606,"prior",15,1,"10",30
2405279,136421,"prior",37,3,"17",2
1693857,164454,"prior",11,2,"09",13
1374517,63556,"prior",12,3,"12",4
3044565,173603,"prior",47,4,"17",4
2829084,133066,"prior",6,6,"21",1
1252956,132649,"prior",7,3,"17",7
2353757,114242,"prior",18,3,"12",4
1629947,164103,"prior",12,3,"10",6
1375120,175028,"prior",49,3,"07",14
608972,198709,"prior",70,6,"09",1
3343817,118488,"prior",15,0,"10",7
105091,83680,"prior",38,3,"06",7
1452791,143658,"prior",4,1,"15",30
2365125,164381,"prior",3,3,"19",30
2964961,136545,"prior",7,5,"10",4
1210652,5936,"prior",16,3,"12",18
3357391,111261,"prior",2,5,"12",11
2215892,133648,"prior",7,4,"10",6
2780187,165592,"prior",4,0,"11",21
1824191,33866,"prior",2,6,"20",30
3038840,11950,"prior",18,5,"10",1
3195902,1667,"prior",4,2,"07",30
1167761,64971,"prior",15,5,"22",30
2207061,47705,"train",8,0,"13",22
1494414,21128,"prior",3,3,"08",14
3180702,1812,"prior",13,1,"21",15
2988625,111946,"prior",12,5,"17",10
3250498,53753,"test",9,3,"13",2
2784304,37944,"prior",32,2,"17",15
3120189,76961,"prior",4,4,"09",4
2491815,126236,"prior",22,0,"13",7
3276939,121659,"prior",30,2,"22",10
2677441,138170,"prior",3,3,"13",30
2016900,92173,"prior",58,1,"17",15
2604035,62929,"prior",7,6,"12",10
2068729,6772,"prior",2,4,"16",3
3135033,772,"prior",3,6,"16",2
854708,46304,"prior",5,2,"16",30
2686527,37801,"prior",3,0,"11",9
1884489,40255,"prior",23,0,"23",10
2907216,90876,"prior",4,6,"16",7
1223461,99761,"prior",27,3,"19",2
1966434,155244,"prior",11,4,"15",2
7374,143878,"prior",7,2,"19",5
582422,157423,"prior",4,2,"12",6
1112240,27269,"prior",11,1,"09",7
1023842,99631,"prior",2,2,"09",1
2871256,197624,"test",6,6,"10",30
2618683,132703,"prior",42,1,"13",8
391864,1695,"prior",12,0,"17",30
1517392,189207,"prior",50,0,"20",2
2002143,203428,"prior",10,3,"13",7
2712022,98339,"prior",5,1,"09",16
645029,39475,"prior",39,6,"18",7
2619804,144654,"prior",16,4,"23",9
2389914,104601,"prior",37,0,"14",3
2825511,128559,"prior",2,0,"17",0
1472727,145051,"prior",3,0,"18",20
800018,156428,"prior",8,5,"14",2
2212555,71701,"prior",9,5,"11",17
1407617,49695,"prior",31,3,"13",0
